Area,Room,Parking,Warehouse,Elevator,Address
128.0,3,1,1,1,Heravi
200.0,4,1,1,1,Gheitarieh
131.0,2,1,1,1,Saadat Abad
105.0,3,1,1,1,Heravi
61.0,2,1,1,0,Salsabil
140.0,3,1,1,1,Ozgol
185.0,3,1,1,1,Zargandeh
122.0,2,1,1,1,Saadat Abad
69.0,2,1,1,1,Mirdamad
95.0,2,1,1,1,Punak
90.0,2,1,1,1,Abbasabad
57.0,1,1,1,1,Ostad Moein
400.0,3,1,1,0,Amirabad
81.0,2,1,1,0,Andisheh
94.0,2,1,1,1,Andisheh
134.0,2,1,1,1,Kahrizak
74.0,2,0,0,1,Parand
44.0,1,1,1,0,Andisheh
100.0,2,1,1,1,Qasr-od-Dasht
175.0,3,1,1,1,Shahrake Gharb
54.0,2,1,1,0,Shahran
96.0,2,1,1,1,Amirieh
90.0,2,1,1,1,Karoon
90.0,2,1,1,1,Shahran
68.0,2,0,0,0,Karoon
90.0,2,1,1,1,Shahran
97.0,2,1,1,1,Punak
78.0,2,1,1,0,Punak
125.0,3,1,1,1,Shahran
97.0,2,1,1,1,Farmanieh
100.0,2,1,1,1,Farmanieh
63.0,2,1,1,1,Feiz Garden
57.0,1,1,1,1,Punak
80.0,2,1,1,1,Razi
88.0,2,1,1,1,Razi
94.0,2,1,1,1,Razi
109.0,3,1,1,1,Feiz Garden
78.0,2,1,1,1,Heravi
250.0,3,1,1,1,Niavaran
140.0,3,1,1,1,Heravi
100.0,2,1,1,1,Pardis
95.0,2,1,1,1,Shahr-e-Ziba
85.0,2,1,1,1,Parand
83.0,2,1,1,1,East Pars
100.0,2,1,1,1,Pasdaran
60.0,2,1,1,1,Pasdaran
82.0,2,1,1,1,Narmak
150.0,3,1,1,1,Beryanak
49.0,1,1,1,0,Islamshahr
216.0,4,1,1,0,Andisheh
,2,1,1,0,Damavand
77.0,2,0,0,0,Parand
63.0,1,1,1,1,Shahr-e-Ziba
125.0,3,1,1,0,Parand
45.0,1,1,1,1,East Ferdows Boulevard
135.0,3,1,1,1,Qalandari
80.0,2,1,0,1,Qalandari
155.0,3,1,1,1,Gheitarieh
125.0,3,1,1,1,Punak
95.0,2,1,1,1,Qalandari
85.0,2,1,1,1,Qalandari
110.0,2,1,1,1,Qalandari
680.0,5,1,1,0,Ekhtiarieh
63.0,1,1,1,1,Shahr-e-Ziba
60.0,1,1,1,1,Saadat Abad
210.0,3,1,1,1,Gheitarieh
145.0,3,1,1,1,Gheitarieh
171.0,3,1,1,1,Jordan
55.0,1,1,1,1,East Ferdows Boulevard
140.0,3,1,1,1,Jordan
147.0,3,1,1,1,Jordan
83.0,2,1,1,1,Shahr-e-Ziba
105.0,2,1,1,1,Pardis
55.0,1,1,1,1,East Ferdows Boulevard
750.0,5,1,1,1,Mahmoudieh
62.0,2,1,1,1,Punak
55.0,1,1,1,1,Persian Gulf Martyrs Lake
75.0,2,1,1,0,West Ferdows Boulevard
95.0,2,1,1,1,West Ferdows Boulevard
89.0,2,1,1,1,Central Janatabad
202.0,3,1,1,1,Air force
51.0,1,1,1,0,Southern Janatabad
400.0,1,1,0,0,Shahedshahr
145.0,3,1,1,1,Punak
115.0,3,1,1,1,Punak
130.0,3,1,1,1,Shahrake Gharb
62.0,1,0,1,0,Qasr-od-Dasht
94.0,2,1,1,1,Shahr-e-Ziba
87.0,2,1,1,1,Pardis
51.0,2,0,1,1,Komeil
95.0,2,1,1,1,Shahr-e-Ziba
80.0,2,1,1,1,Jeyhoon
145.0,3,1,1,1,Punak
155.0,3,1,1,1,Shahrake Gharb
88.0,2,1,1,1,Ekbatan
175.0,3,1,1,1,Gheitarieh
94.0,2,1,1,1,Shahran
89.0,2,1,1,1,Ekhtiarieh
62.0,2,1,1,0,Pasdaran
136.0,3,1,1,1,Punak
60.0,1,1,1,1,Feiz Garden
120.0,3,1,1,1,Southern Janatabad
137.0,3,1,1,1,Pakdasht
160.0,3,1,1,1,Shahrake Gharb
110.0,2,1,1,1,Saadat Abad
71.0,2,1,1,0,Andisheh
80.0,2,1,1,0,Andisheh
84.0,3,1,1,1,Andisheh
77.0,2,1,1,1,Gheitarieh
74.0,2,1,1,1,Shahran
130.0,3,1,1,1,Shahr-e-Ziba
70.0,2,1,1,1,Southern Janatabad
75.0,2,0,1,1,Parand
83.0,2,1,0,1,Pasdaran
65.0,1,1,1,1,Central Janatabad
62.0,1,0,1,0,Qasr-od-Dasht
140.0,3,1,1,1,Southern Chitgar
235.0,3,1,1,1,Gheitarieh
102.0,2,1,1,1,Gheitarieh
138.0,3,1,1,1,Kahrizak
49.0,1,1,1,0,Andisheh
250.0,3,1,1,0,Niavaran
48.0,1,1,1,0,Salsabil
68.0,2,1,1,0,Pirouzi
128.0,3,1,1,1,Marzdaran
60.0,1,1,1,1,Pirouzi
85.0,2,1,1,1,Northern Janatabad
85.0,2,1,1,1,Islamshahr
78.0,2,1,0,0,Islamshahr
38.0,1,1,1,0,Pirouzi
92.0,2,1,0,1,Pirouzi
95.0,2,1,1,1,Shahran
105.0,3,1,1,1,East Ferdows Boulevard
92.0,2,0,0,1,Pardis
76.0,2,1,1,0,West Ferdows Boulevard
85.0,2,1,1,1,Yaftabad
161.0,3,1,1,1,Gheitarieh
50.0,1,1,0,1,Ray
78.0,2,1,1,1,West Ferdows Boulevard
54.0,1,1,1,1,East Ferdows Boulevard
100.0,2,1,1,1,Shahr-e-Ziba
100.0,2,1,1,1,East Ferdows Boulevard
110.0,3,1,1,1,Jeyhoon
57.0,1,1,1,1,East Ferdows Boulevard
63.0,2,1,1,0,Andisheh
100.0,2,1,1,1,Ostad Moein
80.0,1,0,1,0,Shahrake Qods
115.0,2,1,1,1,East Ferdows Boulevard
68.0,1,1,1,0,West Ferdows Boulevard
48.0,1,1,1,0,West Ferdows Boulevard
75.0,2,1,1,0,West Ferdows Boulevard
115.0,2,1,1,1,Shahran
106.0,2,1,1,1,East Ferdows Boulevard
56.0,1,1,1,1,East Ferdows Boulevard
58.0,1,1,1,1,East Ferdows Boulevard
95.0,2,1,1,1,Central Janatabad
50.0,1,1,1,1,West Ferdows Boulevard
60.0,2,1,1,0,Central Janatabad
60.0,1,1,1,1,East Ferdows Boulevard
92.0,2,1,1,0,Mehran
57.0,1,1,1,1,West Ferdows Boulevard
72.0,2,1,1,0,West Ferdows Boulevard
71.0,2,1,1,0,East Ferdows Boulevard
123.0,2,1,1,1,Northren Jamalzadeh
50.0,1,1,1,1,West Ferdows Boulevard
58.0,1,1,1,1,Shahr-e-Ziba
54.0,1,1,1,1,East Ferdows Boulevard
85.0,2,1,1,1,Shahr-e-Ziba
85.0,2,1,1,1,West Ferdows Boulevard
125.0,3,0,1,1,Nasim Shahr
55.0,1,1,1,1,East Ferdows Boulevard
72.0,2,1,1,1,West Ferdows Boulevard
115.0,2,1,1,1,East Ferdows Boulevard
100.0,2,1,1,1,West Ferdows Boulevard
116.0,2,1,1,1,Persian Gulf Martyrs Lake
105.0,2,1,1,1,Persian Gulf Martyrs Lake
60.0,1,1,1,0,East Ferdows Boulevard
53.0,1,1,1,1,Feiz Garden
55.0,1,1,1,1,East Ferdows Boulevard
76.0,2,1,1,1,East Ferdows Boulevard
111.0,3,1,1,1,Persian Gulf Martyrs Lake
77.0,2,1,1,1,Golestan
58.0,1,1,1,1,East Ferdows Boulevard
94.0,2,1,1,0,Southern Program Organization
58.0,1,1,1,1,Shahr-e-Ziba
108.0,2,1,1,1,Golestan
56.0,1,1,1,1,Feiz Garden
84.0,2,1,1,1,North Program Organization
60.0,2,1,1,1,Azarbaijan
53.0,1,0,1,1,Pardis
73.0,2,1,1,1,Pirouzi
73.0,2,0,0,1,Pirouzi
150.0,3,1,1,1,Pirouzi
114.0,2,1,1,1,Pirouzi
53.0,1,0,1,1,Pardis
125.0,3,1,1,1,Pirouzi
145.0,3,1,1,1,Gheitarieh
197.0,3,1,1,1,Dezashib
105.0,2,1,1,1,Koohsar
135.0,3,1,1,1,Tenant
137.0,3,1,1,1,Shams Abad
90.0,2,1,1,0,Central Janatabad
125.0,2,1,1,1,Southern Janatabad
175.0,3,1,1,1,Gheitarieh
52.0,1,1,1,1,East Ferdows Boulevard
110.0,3,1,1,1,Persian Gulf Martyrs Lake
112.0,2,1,0,1,Persian Gulf Martyrs Lake
65.0,2,1,1,1,Shahran
48.0,1,1,1,1,Andisheh
105.0,2,1,1,1,Persian Gulf Martyrs Lake
56.0,1,1,1,1,Shahr-e-Ziba
108.0,2,1,1,1,Golestan
78.0,2,1,1,1,Southern Janatabad
85.0,2,1,1,1,Parand
105.0,2,1,1,1,Pardis
145.0,3,1,1,1,Saadat Abad
145.0,3,1,1,1,Punak
140.0,3,1,1,1,Punak
66.0,2,1,1,1,Ostad Moein
150.0,2,0,1,1,Chardangeh
98.0,2,1,1,1,Central Janatabad
108.0,2,1,1,1,Persian Gulf Martyrs Lake
95.0,2,1,1,1,Ostad Moein
64.0,1,0,0,1,Fallah
75.0,1,1,0,1,Fallah
90.0,2,1,1,1,Persian Gulf Martyrs Lake
93.0,2,1,1,1,Fallah
148.0,3,1,1,1,Persian Gulf Martyrs Lake
64.0,1,0,1,0,Eskandari
114.0,2,1,1,1,Persian Gulf Martyrs Lake
107.0,2,1,1,1,Persian Gulf Martyrs Lake
113.0,2,1,1,1,Persian Gulf Martyrs Lake
115.0,2,1,1,1,Gheitarieh
115.0,2,1,1,1,Persian Gulf Martyrs Lake
120.0,2,1,1,1,Gholhak
76.0,2,1,1,1,Central Janatabad
106.0,2,1,1,1,North Program Organization
105.0,2,1,1,1,Gheitarieh
87.0,2,0,0,1,Ray
68.0,2,1,1,1,Ostad Moein
70.0,2,1,1,1,Punak
165.0,3,1,1,1,Ostad Moein
365.0,4,1,1,1,Dorous
175.0,3,1,1,1,Pasdaran
70.0,2,1,1,1,Saadat Abad
165.0,3,1,1,1,Marzdaran
115.0,2,1,1,1,Central Janatabad
93.0,2,1,0,1,Shahr-e-Ziba
181.0,3,1,1,1,Marzdaran
175.0,3,1,1,1,Marzdaran
146.0,3,1,1,1,Marzdaran
135.0,3,1,1,1,Marzdaran
50.0,1,1,1,1,Southern Program Organization
110.0,2,1,1,1,Pardis
108.0,2,1,1,1,Mahallati
121.0,3,1,1,1,Pardis
220.0,3,1,1,1,Elahieh
240.0,4,1,1,1,Elahieh
90.0,2,1,1,1,Shahrakeh Naft
117.0,2,1,1,1,Niavaran
142.0,3,1,1,1,Punak
55.0,1,1,1,0,West Ferdows Boulevard
85.0,2,1,1,1,Shahran
162.0,3,1,1,1,Niavaran
100.0,2,1,1,1,Ajudaniye
165.0,3,1,1,1,Shahrake Gharb
150.0,3,1,1,1,Niavaran
83.0,2,1,1,1,Qazvin Imamzadeh Hassan
200.0,3,1,0,1,West Pars
95.0,2,1,1,1,Abazar
82.0,2,1,1,1,Persian Gulf Martyrs Lake
112.0,3,1,1,1,Shahran
96.0,2,1,1,1,Northern Janatabad
86.0,3,1,1,1,Parand
105.0,2,1,1,1,Pardis
115.0,2,1,1,1,Ostad Moein
87.0,2,1,1,1,Shahr-e-Ziba
165.0,3,1,1,1,Farmanieh
135.0,3,1,1,1,Marzdaran
110.0,2,1,1,1,Feiz Garden
80.0,2,1,1,1,Southern Janatabad
66.0,2,1,1,1,Southern Janatabad
88.0,2,1,1,1,Qazvin Imamzadeh Hassan
70.0,1,1,1,0,Shahrake Qods
130.0,3,1,1,1,Feiz Garden
87.0,2,1,1,1,North Program Organization
86.0,2,1,1,1,Southern Janatabad
62.0,1,1,1,1,Southern Program Organization
87.0,2,1,1,1,Pardis
70.0,2,1,1,1,Southern Janatabad
65.0,2,1,1,1,Southern Janatabad
64.0,2,1,1,1,Southern Janatabad
62.0,2,1,1,1,Southern Janatabad
140.0,3,1,1,1,Gheitarieh
125.0,3,1,1,1,Gheitarieh
68.0,2,1,1,1,Southern Janatabad
67.0,2,1,0,0,West Ferdows Boulevard
64.0,2,1,1,1,Southern Janatabad
95.0,2,1,1,0,Northern Janatabad
97.0,2,1,1,1,Pardis
136.0,3,1,1,1,Persian Gulf Martyrs Lake
70.0,1,1,1,1,West Ferdows Boulevard
85.0,2,1,1,1,Qazvin Imamzadeh Hassan
105.0,2,1,1,1,Pardis
50.0,1,1,0,1,North Program Organization
57.0,1,1,1,1,Southern Program Organization
95.0,2,1,1,1,West Ferdows Boulevard
65.0,2,1,1,1,West Ferdows Boulevard
100.0,2,0,1,0,Tehransar
128.0,3,1,1,1,Kook
93.0,2,1,1,1,Gheitarieh
75.0,2,1,1,1,Qazvin Imamzadeh Hassan
133.0,4,1,1,0,Jeyhoon
100.0,2,1,1,1,Northern Janatabad
140.0,3,1,1,1,Persian Gulf Martyrs Lake
92.0,2,1,1,1,Central Janatabad
120.0,2,1,1,0,Amirabad
45.0,1,1,1,0,Jeyhoon
130.0,2,1,1,0,Gheitarieh
95.0,2,0,1,1,Nawab
150.0,3,0,0,0,Gheitarieh
72.0,2,1,1,1,Qazvin Imamzadeh Hassan
60.0,1,1,1,1,Central Janatabad
190.0,3,1,1,1,Dorous
125.0,2,1,1,1,Shahrake Gharb
90.0,2,1,1,1,North Program Organization
105.0,2,1,1,1,Shahr-e-Ziba
90.0,2,1,1,1,Shahran
102.0,2,1,1,1,Southern Janatabad
50.0,1,1,1,1,Ostad Moein
66.0,2,1,1,0,Punak
125.0,3,1,1,1,Yousef Abad
132.0,3,1,1,1,Parand
103.0,2,1,1,1,Central Janatabad
270.0,5,1,1,0,Yousef Abad
130.0,2,1,1,1,Shahran
77.0,2,1,1,0,
71.0,1,1,1,1,
160.0,3,1,1,1,Amirabad
110.0,2,1,1,1,Shahran
75.0,2,1,1,1,Shahran
75.0,2,1,1,1,Shahran
85.0,2,1,1,1,Northern Suhrawardi
130.0,3,1,1,1,Saadat Abad
73.0,2,1,1,1,Qazvin Imamzadeh Hassan
95.0,2,1,1,1,Saadat Abad
250.0,4,1,1,0,Shahrake Gharb
65.0,2,1,1,1,Salsabil
64.0,2,1,1,1,Azarbaijan
94.0,2,1,1,1,Villa
110.0,2,1,1,1,Pardis
105.0,2,1,1,1,Pardis
145.0,3,1,1,1,Heravi
105.0,2,1,1,1,Pardis
120.0,2,1,1,1,Farmanieh
100.0,2,1,1,1,Hakimiyeh
115.0,2,1,1,1,Water Organization
100.0,2,0,1,1,Shahr-e-Ziba
63.0,1,1,1,1,Ostad Moein
55.0,1,0,0,0,West Ferdows Boulevard
123.0,3,1,1,1,Nezamabad
81.0,2,1,1,1,Qazvin Imamzadeh Hassan
130.0,3,1,1,1,Jeyhoon
108.0,2,1,1,1,Pasdaran
135.0,3,1,1,1,Qasr-od-Dasht
82.0,2,1,1,1,West Ferdows Boulevard
120.0,2,1,1,1,Southern Program Organization
303.0,3,1,1,1,Ajudaniye
200.0,3,1,1,1,Ozgol
50.0,1,1,1,1,Shahran
80.0,2,1,1,1,Shahran
100.0,2,1,1,1,Pardis
85.0,2,1,1,1,Shahran
44.0,1,1,1,0,Shahran
115.0,2,1,1,1,Tajrish
75.0,2,1,1,1,North Program Organization
65.0,1,1,1,1,Shahran
106.0,2,1,1,1,Yousef Abad
203.0,3,1,1,1,Zaferanieh
92.0,2,1,1,1,Shahr-e-Ziba
62.0,1,1,1,1,Southern Program Organization
92.0,2,1,1,1,Pasdaran
85.0,2,1,1,1,Central Janatabad
60.0,1,1,1,1,Saadat Abad
100.0,2,1,1,1,East Ferdows Boulevard
100.0,2,1,1,1,Northern Janatabad
121.0,2,1,1,1,Garden of Saba
63.0,1,1,1,1,Farmanieh
98.0,2,1,1,1,West Ferdows Boulevard
67.0,2,1,1,1,Pasdaran
87.0,2,1,1,1,West Ferdows Boulevard
115.0,3,1,1,1,Pasdaran
49.0,1,0,0,1,Punak
40.0,0,0,1,0,Ostad Moein
130.0,3,1,1,1,Yousef Abad
144.0,3,1,1,0,Pasdaran
53.0,1,1,1,1,Southern Janatabad
88.0,2,1,1,1,Central Janatabad
105.0,2,1,1,1,Southern Janatabad
90.0,2,1,1,1,Qalandari
75.0,2,1,1,1,Tarasht
170.0,3,1,1,1,Niavaran
204.0,3,1,1,1,Elahieh
95.0,2,1,1,1,Feiz Garden
54.0,1,1,1,0,Andisheh
98.0,2,1,1,1,Shahr-e-Ziba
90.0,2,1,1,1,Feiz Garden
97.0,2,1,1,1,Feiz Garden
71.0,2,1,1,1,East Ferdows Boulevard
150.0,3,1,1,1,Shahrake Gharb
116.0,3,1,1,1,Pasdaran
120.0,2,1,1,1,Saadat Abad
79.0,2,1,1,1,West Ferdows Boulevard
79.0,2,1,1,1,West Ferdows Boulevard
135.0,2,1,1,1,Dorous
110.0,2,1,1,1,West Ferdows Boulevard
110.0,3,1,1,1,Shahr-e-Ziba
87.0,2,1,1,1,West Ferdows Boulevard
75.0,2,1,1,1,Punak
108.0,2,1,1,1,West Ferdows Boulevard
110.0,2,1,1,1,Central Janatabad
100.0,2,1,1,1,Shahr-e-Ziba
140.0,3,1,1,1,Shahrake Gharb
72.0,2,1,1,0,Southern Janatabad
73.0,2,1,1,0,Southern Janatabad
145.0,3,1,1,1,Dezashib
75.0,2,1,1,0,Northern Janatabad
92.0,2,1,1,1,Yousef Abad
80.0,2,1,1,1,Si Metri Ji
127.0,2,1,1,1,Ekhtiarieh
74.0,2,1,1,1,Yousef Abad
105.0,3,1,1,1,Parand
112.0,3,1,1,0,Parand
120.0,2,1,1,1,Shahrake Gharb
123.0,3,1,1,1,Pardis
140.0,3,1,1,1,Shahrake Gharb
63.0,1,1,1,1,Punak
56.0,1,1,1,1,Punak
105.0,2,1,1,1,Feiz Garden
97.0,2,1,1,1,Yousef Abad
140.0,3,1,1,1,Jordan
60.0,2,1,1,0,Central Janatabad
54.0,1,0,1,1,Punak
90.0,2,1,1,1,Ekhtiarieh
92.0,2,1,1,1,Feiz Garden
65.0,2,0,1,0,Feiz Garden
76.0,2,1,1,1,Andisheh
72.0,2,1,1,1,Southern Janatabad
135.0,3,1,1,1,Farmanieh
87.0,2,1,1,1,Pardis
255.0,3,1,1,1,Farmanieh
100.0,2,1,1,0,Yousef Abad
194.0,2,1,1,1,Niavaran
160.0,3,1,1,1,Saadat Abad
98.0,2,1,1,1,Gheitarieh
133.0,3,0,0,0,Andisheh
108.0,2,1,1,1,West Ferdows Boulevard
76.0,2,1,1,1,Shahr-e-Ziba
73.0,2,1,1,1,Razi
76.0,2,1,1,1,Southern Program Organization
80.0,2,1,1,1,Southern Program Organization
92.0,2,1,1,1,Gheitarieh
130.0,2,1,1,1,Qalandari
71.0,2,1,1,1,Azari
56.0,1,1,1,1,Shahran
105.0,2,1,1,1,Pardis
93.0,2,1,1,1,Central Janatabad
179.0,3,1,1,1,Pasdaran
100.0,2,1,1,1,Gholhak
110.0,3,1,1,1,Saadat Abad
98.0,2,1,1,1,Northern Janatabad
101.0,2,1,1,1,Saadat Abad
105.0,2,1,1,1,Pardis
157.0,3,1,1,1,Heravi
90.0,2,1,1,1,Qazvin Imamzadeh Hassan
97.0,2,1,1,1,Pardis
120.0,3,1,1,1,Persian Gulf Martyrs Lake
303.0,4,1,1,1,Velenjak
60.0,1,1,1,1,Yousef Abad
245.0,5,1,1,1,Dezashib
100.0,2,1,1,1,Pardis
185.0,3,1,1,1,Pasdaran
62.0,2,1,1,1,Central Janatabad
79.0,2,1,1,1,Central Janatabad
400.0,5,1,1,0,Mirdamad
200.0,3,1,1,1,Southern Chitgar
105.0,2,1,1,1,Pardis
128.0,3,1,1,1,Shahrake Apadana
115.0,3,1,1,1,Punak
377.0,4,1,1,1,Elahieh
77.0,2,1,1,0,Central Janatabad
190.0,3,1,1,1,Punak
130.0,3,1,1,1,Yousef Abad
133.0,3,1,1,1,Dorous
143.0,3,1,1,1,Northern Janatabad
76.0,2,1,1,1,Central Janatabad
155.0,3,1,1,1,West Ferdows Boulevard
96.0,2,1,1,1,Ekbatan
190.0,3,1,1,1,Gheitarieh
147.0,3,1,1,1,Heravi
85.0,2,1,1,1,East Ferdows Boulevard
76.0,2,1,1,1,Ekbatan
103.0,2,1,1,1,Niavaran
194.0,3,1,1,1,Niavaran
95.0,2,1,1,1,Saadat Abad
79.0,2,0,1,0,Northern Janatabad
83.0,2,1,1,1,Parand
70.0,2,1,1,1,Southern Program Organization
87.0,2,1,1,1,Niavaran
87.0,2,0,1,1,Pardis
84.0,3,1,1,1,Andisheh
91.0,2,1,1,1,Tarasht
145.0,2,1,1,1,Gheitarieh
68.0,2,1,1,1,North Program Organization
127.0,3,1,1,1,Garden of Saba
68.0,1,1,1,1,Ekbatan
105.0,2,1,1,1,Pardis
89.0,2,1,1,1,Shahran
82.0,2,1,1,1,Ostad Moein
65.0,1,1,1,0,Punak
80.0,2,1,1,1,Gholhak
145.0,3,1,1,1,Niavaran
235.0,3,1,1,1,Niavaran
192.0,3,1,1,1,Kamranieh
160.0,3,1,1,1,Kamranieh
160.0,3,1,1,1,Niavaran
106.0,2,1,1,1,Pardis
75.0,2,0,1,1,Shahrake Qods
100.0,2,1,1,1,Shahrake Qods
58.0,1,1,1,1,Ekbatan
44.0,1,0,1,0,Pirouzi
108.0,2,1,1,1,Gheitarieh
87.0,2,1,1,1,Amirabad
231.0,3,1,1,1,Zaferanieh
120.0,3,1,1,1,Persian Gulf Martyrs Lake
103.0,2,1,1,1,Saadat Abad
78.0,2,0,0,0,Parand
85.0,2,1,1,1,Gheitarieh
195.0,3,1,1,1,Velenjak
142.0,3,1,1,1,Amirabad
90.0,2,1,1,1,Persian Gulf Martyrs Lake
85.0,2,1,1,1,Gheitarieh
350.0,4,1,1,1,Niavaran
210.0,4,1,1,1,Niavaran
87.0,2,1,1,1,Pardis
85.0,2,1,1,1,Southern Janatabad
92.0,2,1,1,1,Southern Janatabad
90.0,2,1,1,1,Shahr-e-Ziba
87.0,2,1,1,1,Shahr-e-Ziba
108.0,2,1,1,1,West Ferdows Boulevard
85.0,2,1,1,0,Southern Janatabad
68.0,2,1,1,1,Southern Janatabad
138.0,2,1,1,1,Zaferanieh
78.0,2,1,1,1,Parand
94.0,2,1,1,1,Qazvin Imamzadeh Hassan
168.0,3,1,1,1,Aqdasieh
100.0,2,1,1,1,Niavaran
100.0,2,1,1,1,Ajudaniye
44.0,1,0,1,0,Parastar
300.0,3,0,0,0,Lavasan
280.0,4,1,1,1,Velenjak
65.0,2,1,1,1,West Ferdows Boulevard
180.0,3,1,1,1,Ajudaniye
176.0,2,1,1,0,Islamshahr
83.0,2,1,1,1,Central Janatabad
300.0,4,1,1,1,Farmanieh
68.0,2,0,1,0,Pirouzi
220.0,3,1,1,1,Aqdasieh
140.0,3,1,1,1,Andisheh
290.0,4,1,1,1,Farmanieh
75.0,2,0,1,1,Kahrizak
133.0,3,1,1,1,East Ferdows Boulevard
87.0,2,1,1,1,Abazar
60.0,2,0,1,1,Pirouzi
149.0,3,1,1,1,West Ferdows Boulevard
238.0,3,1,1,1,Velenjak
90.0,2,1,1,1,Punak
100.0,2,1,1,1,Qazvin Imamzadeh Hassan
94.0,2,1,1,1,Central Janatabad
80.0,2,1,1,1,Parastar
55.0,2,0,0,0,Parastar
114.0,3,1,1,1,Saadat Abad
146.0,3,1,1,1,Heravi
70.0,2,1,1,0,Punak
86.0,2,1,1,1,Amirabad
69.0,1,0,1,1,Persian Gulf Martyrs Lake
60.0,1,1,1,1,West Ferdows Boulevard
101.0,2,1,1,1,Persian Gulf Martyrs Lake
97.0,2,1,1,1,Hashemi
105.0,2,1,1,1,Hakimiyeh
110.0,2,1,1,0,Saadat Abad
75.0,2,1,1,1,Punak
110.0,2,1,1,1,Punak
149.0,3,1,1,0,Mirdamad
105.0,2,1,1,1,Railway
110.0,2,1,1,1,Persian Gulf Martyrs Lake
190.0,3,1,1,1,Kook
160.0,2,1,1,1,Yousef Abad
67.0,2,0,1,1,Pirouzi
121.0,2,1,1,1,Narmak
105.0,2,1,1,1,Gisha
83.0,2,1,1,0,West Ferdows Boulevard
62.0,1,0,1,1,Pirouzi
55.0,1,1,1,1,Pirouzi
88.0,2,1,1,1,Pirouzi
86.0,2,1,0,1,Air force
62.0,1,1,1,1,Narmak
65.0,1,1,1,0,Araj
135.0,2,1,1,1,Niavaran
226.0,4,1,1,1,Mahmoudieh
70.0,2,1,1,1,Tenant
85.0,1,1,1,1,Kamranieh
170.0,3,1,1,1,Punak
170.0,3,1,1,1,Niavaran
574.0,5,1,1,0,North Program Organization
360.0,4,1,1,1,Niavaran
120.0,2,1,1,1,Saadat Abad
120.0,3,1,1,1,Punak
97.0,2,1,0,1,Tenant
150.0,3,1,1,1,Pasdaran
140.0,2,1,1,1,Pasdaran
85.0,2,1,1,1,Punak
240.0,3,1,1,1,Velenjak
120.0,3,1,1,1,Pardis
100.0,2,1,1,1,Shahr-e-Ziba
105.0,3,1,1,0,Andisheh
75.0,2,1,1,1,Punak
51.0,1,1,1,1,Tenant
89.0,2,1,1,1,Shahr-e-Ziba
130.0,3,1,1,1,Saadat Abad
140.0,2,1,1,1,Pasdaran
100.0,2,1,1,1,Punak
290.0,3,1,1,1,Farmanieh
290.0,4,1,1,1,Farmanieh
200.0,3,1,1,1,Aqdasieh
450.0,3,1,0,0,Damavand
37.0,1,0,1,0,Andisheh
140.0,3,1,1,1,Gheitarieh
150.0,3,1,1,1,Sadeghieh
465.0,2,1,0,0,Damavand
160.0,3,1,1,1,Gheitarieh
403.0,5,1,0,0,Andisheh
165.0,2,1,1,1,Pakdasht
405.0,5,1,1,0,Andisheh
400.0,5,1,1,0,Andisheh
87.0,2,1,1,1,Pardis
88.0,2,1,1,1,West Ferdows Boulevard
86.0,2,1,1,1,Air force
350.0,3,1,1,0,Pasdaran
200.0,3,1,1,1,Kook
115.0,3,1,1,1,Velenjak
90.0,2,1,1,1,Gheitarieh
107.0,3,1,1,1,Gheitarieh
84.0,2,1,1,1,Pirouzi
112.0,2,1,1,1,Pardis
114.0,2,1,1,1,Persian Gulf Martyrs Lake
120.0,3,1,1,1,Pardis
113.0,2,1,1,1,Persian Gulf Martyrs Lake
84.0,2,1,1,1,West Pars
45.0,1,0,1,0,Shahran
155.0,2,1,1,1,Pardis
56.0,1,1,1,1,Shahran
67.0,2,1,1,1,East Ferdows Boulevard
79.0,2,1,1,1,East Ferdows Boulevard
65.0,1,1,1,1,Gheitarieh
113.0,2,1,1,1,Rudhen
54.0,1,1,1,0,Aqdasieh
170.0,3,0,0,0,Velenjak
42.0,1,0,1,1,Jeyhoon
160.0,3,0,1,0,Pakdasht
56.0,1,1,1,1,Punak
75.0,2,1,1,1,Rudhen
80.0,2,1,1,0,Rudhen
41.0,1,0,1,1,Farmanieh
117.0,2,0,1,1,Rudhen
88.0,2,1,1,1,Abazar
114.0,2,1,1,1,Abazar
75.0,2,1,1,1,Shahrake Qods
160.0,3,1,1,1,Andisheh
87.0,2,1,1,1,Abazar
104.0,2,1,1,1,Abazar
90.0,2,0,1,0,Shahrake Qods
120.0,2,1,1,0,Andisheh
88.0,2,0,1,1,Shahrake Qods
76.0,2,1,1,1,Abazar
85.0,2,1,1,1,Southern Janatabad
71.0,2,0,1,0,Northern Janatabad
200.0,3,1,1,1,Heravi
104.0,2,1,0,1,Air force
165.0,3,1,1,1,Aqdasieh
82.0,2,1,1,1,Abazar
115.0,2,1,1,1,Gheitarieh
350.0,5,1,1,1,Gheitarieh
106.0,2,1,1,1,Abazar
40.0,1,0,1,1,Karoon
130.0,2,1,1,1,Gheitarieh
46.0,1,1,1,0,Jeyhoon
121.0,2,1,1,1,Dehkade Olampic
80.0,2,1,1,1,Jeyhoon
154.0,3,1,1,1,Ostad Moein
60.0,1,0,1,0,Jeyhoon
68.0,2,1,1,1,West Ferdows Boulevard
89.0,2,1,0,1,Andisheh
70.0,2,1,1,1,Jeyhoon
